f-p5 442.73 1.586   # SOURCE1_SOURCE5 18 0.0161
f-s2 363.47 1.643   # SOURCE2 1
f-s 344.73 1.660   # SOUECE3 1
f-s4 428.80 1.591   # SOURCE2 4 0.0065
f-s6 400.85 1.612   # SOURCE2_SOURCE5 15 0.0133
f-sh 356.72 1.649   # SOURCE3 1
f-ss 373.87 1.634   # SOURCE3 3 0.0156
hn-n1 605.55 0.986   # SOURCE2 1
hn-n2 501.09 1.023   # SOURCE3_SOURCE5 732 0.0030
hn-n3 511.28 1.019   # SOURCE3_SOURCE5 5944 0.0012
hn-n 527.31 1.013   # SOURCE3_SOURCE5 7593 0.0034
hn-n4 482.87 1.030   # SOURCE3_SOURCE5 756 0.0122
hn-na 535.14 1.010   # SOURCE3_SOURCE5 1755 0.0019
hn-nh 529.46 1.012   # SOURCE3_SOURCE5 7230 0.0022
hn-no 501.09 1.023   # SOURCE3 1
ho-o 540.28 0.981   # SOURCE3 1
ho-oh 563.51 0.973   # SOURCE3_SOURCE5 21237 0.0034
hp-p2 266.54 1.336   # SOURCE3 87 0.1706
hp-p3 200.57 1.412   # SOURCE3_SOURCE5 123 0.0510
hp-p4 253.60 1.349   # SOURCE3 17 0.1577
hp-p5 196.39 1.418   # SOURCE3_SOURCE5 31 0.0077
hs-s 288.27 1.353   # SOURCE3 1
hs-s4 265.33 1.375   # SOURCE3 5 0.0004
hs-s6 281.78 1.359   # SOURCE3 5 0.0015
hs-sh 294.59 1.347   # SOURCE3_SOURCE5 477 0.0118
i-i 50.27 2.917   # SOURCE1 1
i-n1 105.51 2.060   # SOUECE3 1
i-n2 59.35 2.304   # SOURCE3 6 0.1186
i-n 96.05 2.098   # SOURCE3 5 0.0156
i-n3 77.95 2.185   # SOURCE3 3 0.0437
i-n4 83.69 2.155   # SOURCE3 3 0.0168
i-na 89.07 2.129   # SOURCE3 8 0.1276
i-nh 84.69 2.150   # SOURCE3 1
i-no 70.03 2.231   # SOURCE3 1
i-o 106.33 1.980   # SOUECE3 1
i-oh 78.38 2.101   # SOURCE3 2
i-os 73.23 2.129   # SOURCE3 3 0.0146
i-p2 66.30 2.643   # SOURCE3 6 0.0297
i-p3 77.18 2.566   # SOURCE3 3 0.0016
i-p4 120.75 2.352   # SOURCE3 4 0.2600
i-p5 72.70 2.596   # SOURCE3 3 0.0143
i-s 115.77 2.430   # SOUECE3 1
i-s4 49.21 2.870   # SOUECE3 1
i-s6 49.21 2.870   # SOURCE3 1
i-sh 88.56 2.560   # SOUECE3 1
i-ss 86.63 2.571   # SOURCE3 3 0.0065
n1-n1 750.98 1.135   # SOURCE1_SOURCE5 78 0.0044
n1-n2 494.86 1.230   # SOURCE1_SOURCE5 36 0.0029
n1-n3 307.19 1.350   # SOUECE3 1
n1-n4 295.75 1.360   # SOUECE3 1
n1-na 307.19 1.350   # SOUECE3 1
n1-nc 525.73 1.216   # SOURCE1 38
n1-nd 525.73 1.216   # SOURCE1 38
n1-ne 452.52 1.252   # SOURCE2 1
n1-nf 452.52 1.252   # SOURCE2 1
n1-nh 319.16 1.340   # SOUECE3 1
n1-no 254.81 1.400   # SOUECE3 1
n1-o 298.40 1.277   # SOURCE3 5 0.0438
n1-oh 272.24 1.300   # SOUECE3 1
n1-os 261.73 1.310   # SOUECE3 1
n1-p2 268.95 1.678   # SOURCE3 2 0.0282
n1-p3 284.28 1.660   # SOUECE3 1
n1-p4 267.31 1.680   # SOURCE3 0
n1-p5 377.36 1.571   # SOURCE1 132
n1-s2 681.10 1.449   # SOURCE2 2 0.0010
n1-s 339.70 1.659   # SOURCE3 6 0.0789
n1-s4 349.33 1.650   # SOUECE3 1
n1-s6 766.72 1.416   # SOURCE2 2
n1-sh 396.29 1.610   # SOUECE3 1
n1-ss 396.29 1.610   # SOUECE3 1
n2-n2 425.99 1.267   # SOURCE3_SOURCE5 40 0.0268
n2-n3 332.97 1.329   # SOURCE2 1
n2-n4 100.13 1.679   # SOURCE3 7 0.3138
n2-na 287.40 1.368   # SOURCE4_SOURCE5 49 0.0087
n2-nc 446.98 1.255   # SOURCE1 13
n2-nd 446.98 1.255   # SOURCE1 13
n2-ne 418.13 1.271   # SOURCE3_SOURCE5 57 0.0194
n2-nf 418.13 1.271   # SOURCE3_SOURCE5 27 0.0074
n2-nh 304.40 1.352   # SOURCE3_SOURCE5 210 0.0159
n2-no 224.76 1.435   # SOURCE3_SOURCE5 15 0.0628
n2-o 381.83 1.217   # SOURCE3_SOURCE5 112 0.0102
n2-oh 192.13 1.391   # SOURCE1_SOURCE5 149 0.0171
n2-os 184.98 1.401   # SOURCE3_SOURCE5 108 0.0101
n2-p2 338.04 1.605   # SOURCE3 35 0.0737
n2-p3 208.02 1.764   # SOURCE3 7 0.0374
n2-p4 234.05 1.724   # SOUECE3 1
n2-p5 344.61 1.599   # SOURCE1 7
n2-pe 418.07 1.540   # SOURCE3 20 0.1392
n2-pf 418.07 1.540   # SOURCE3 20
n2-s2 491.26 1.544   # SOURCE2_SOURCE5 11 0.0086
n2-s4 396.29 1.610   # SOUECE3 1
n2-s 496.36 1.541   # SOURCE1 37
n2-s6 475.70 1.554   # SOURCE4_SOURCE5 16 0.0041
n2-sh 267.45 1.738   # SOURCE3 5 0.0511
n2-ss 342.87 1.656   # SOURCE1 36
n3-n3 219.29 1.442   # SOURCE1_SOURCE5 48 0.0063
n3-n4 228.50 1.430   # SOURCE1_SOURCE5 9 0.0040
n3-na 236.90 1.420   # SOURCE1 68
n3-nh 240.71 1.416   # SOURCE1_SOURCE5 66 0.0085
n3-no 256.88 1.398   # SOURCE3_SOURCE5 19 0.0132
n3-o 269.04 1.303   # SOURCE3 4 0.1217
n3-oh 176.15 1.415   # SOURCE1_SOURCE5 17 0.0055
n3-os 160.59 1.441   # SOURCE1_SOURCE5 84 0.0191
n3-p2 275.64 1.670   # SOUECE3 1
n3-p3 229.90 1.730   # SOURCE1 40
n3-p4 253.83 1.697   # SOURCE1 88
n3-p5 275.98 1.670   # SOURCE1_SOURCE5 680 0.0109
n3-py 256.22 1.694   # SOURCE4_SOURCE5 16 0.0080
n3-s 228.53 1.792   # SOURCE3 3 0.0178
n3-s4 254.85 1.754   # SOURCE3_SOURCE5 15 0.0416
n3-s6 326.04 1.672   # SOURCE1_SOURCE5 243 0.0144
n3-sh 266.66 1.739   # SOURCE3 3 0.0154
n3-ss 279.14 1.724   # SOURCE3_SOURCE5 25 0.0197
n3-sy 303.10 1.696   # SOURCE4_SOURCE5 511 0.0083
n4-n4 188.86 1.484   # SOURCE3 4 0.0089
n4-na 224.44 1.435   # SOURCE3 9 0.0390
n4-nh 201.09 1.466   # SOURCE3 5 0.0108
n4-no 191.50 1.480   # SOUECE3 1
n4-o 215.08 1.361   # SOURCE3 3 0.0041
n4-oh 186.01 1.400   # SOURCE3 3 0.0115
n4-os 172.30 1.421   # SOURCE3 5 0.0249
n4-p2 126.91 1.942   # SOURCE3 10 0.0643
n4-p3 149.95 1.880   # SOURCE3 5 0.0146
n4-p4 128.26 1.938   # SOURCE3 1
n4-p5 172.23 1.830   # SOURCE3 5 0.0087
n4-py 141.24 1.902   # SOURCE3 4
n4-s 204.02 1.832   # SOURCE3 3 0.0004
n4-s4 139.73 1.972   # SOURCE3 3 0.0198
n4-s6 162.90 1.914   # SOURCE3 5 0.0432
n4-sh 216.47 1.811   # SOURCE3 3 0.0027
n4-ss 215.86 1.812   # SOURCE3 5 0.0064
na-na 253.88 1.401   # SOURCE1 40
na-nb 310.48 1.347   # SOURCE4_SOURCE5 26 0.0093
na-nc 300.49 1.356   # SOURCE3_SOURCE5 899 0.0083
na-nd 302.44 1.354   # SOURCE3_SOURCE5 362 0.0113
na-nh 254.81 1.400   # SOURCE1_SOURCE5 20 0.0066
na-no 224.76 1.435   # SOURCE3_SOURCE5 16 0.0192
na-o 347.95 1.239   # SOURCE1_SOURCE5 93 0.0208
na-oh 191.21 1.393   # SOURCE3_SOURCE5 18 0.0144
na-os 158.65 1.444   # SOURCE3 45 0.0423
na-p2 217.35 1.749   # SOURCE3 11 0.0192
na-p3 209.23 1.762   # SOURCE3 8 0.0113
na-p4 386.12 1.564   # SOURCE3 5 0.2161
na-p5 240.43 1.715   # SOURCE3 11 0.0238
na-pc 228.54 1.732   # SOURCE3 81 0.0207
na-pd 228.54 1.732   # SOURCE3 81
na-py 242.60 1.712   # SOURCE3 2
na-s 247.08 1.765   # SOURCE3 8 0.0095
na-s4 227.88 1.793   # SOURCE3 10 0.0421
na-s6 279.89 1.723   # SOURCE3_SOURCE5 15 0.0153
na-sh 281.31 1.721   # SOURCE3 9 0.0113
na-ss 271.85 1.732   # SOURCE3_SOURCE5 50 0.0325
na-sy 276.32 1.727   # SOURCE3 1
nb-nb 327.23 1.333   # SOURCE1_SOURCE5 98 0.0106
nb-pb 358.21 1.587   # SOURCE1 162 0.0091
nc-nc 290.67 1.365   # SOURCE3_SOURCE5 271 0.0065
nc-nd 374.73 1.299   # SOURCE3_SOURCE5 185 0.0074
nc-os 185.12 1.401   # SOURCE1_SOURCE5 243 0.0096
nc-ss 376.65 1.626   # SOURCE1_SOURCE5 114 0.0148
nc-sy 473.81 1.555   # SOURCE3 2
nd-nd 290.67 1.365   # SOURCE3_SOURCE5 271 0.0065
nd-os 185.12 1.401   # SOURCE1_SOURCE5 243 0.0096
nd-ss 376.65 1.626   # SOURCE1_SOURCE5 114 0.0148
nd-sy 473.81 1.555   # SOURCE3 2
ne-ne 235.02 1.422   # SOURCE3_SOURCE5 47 0.0776
ne-nf 432.27 1.263   # SOURCE4_SOURCE5 78 0.0037
ne-o 360.78 1.231   # SOURCE3_SOURCE5 55 0.0223
ne-p2 387.40 1.563   # SOURCE3 14 0.1325
ne-pe 242.60 1.712   # SOURCE3 28 0.1076
ne-px 250.02 1.702   # SOURCE3 11 0.0883
ne-py 338.14 1.605   # SOURCE4_SOURCE5 94 0.0111
ne-s 503.04 1.537   # SOURCE3 22 0.1708
ne-sx 200.62 1.838   # SOURCE3 7 0.1060
ne-sy 326.04 1.672   # SOURCE3_SOURCE5 49 0.0285
nf-nf 235.02 1.422   # SOURCE3_SOURCE5 28 0.0146
nf-o 360.78 1.231   # SOURCE3_SOURCE5 15 0.0138
nf-p2 387.40 1.563   # SOURCE3 14
nf-pf 242.60 1.712   # SOURCE3 28
nf-px 250.02 1.702   # SOURCE3 11
nf-py 338.14 1.605   # SOURCE4_SOURCE5 84 0.0113
nf-s 503.04 1.537   # SOURCE3 22
nf-sx 200.62 1.838   # SOURCE3 7
nf-sy 326.04 1.672   # SOURCE3_SOURCE5 42 0.0197
nh-nh 252.77 1.402   # SOURCE1_SOURCE5 8 0.0109
nh-no 267.93 1.386   # SOURCE4_SOURCE5 22 0.0046
nh-o 316.06 1.263   # SOURCE3_SOURCE5 18 0.0143
nh-oh 175.33 1.416   # SOURCE4_SOURCE5 63 0.0072
nh-os 175.90 1.415   # SOURCE4_SOURCE5 26 0.0063
nh-p2 268.13 1.679   # SOURCE3 17 0.0872
nh-p3 229.90 1.730   # SOURCE3 3 0.0016
nh-p4 247.02 1.706   # SOURCE3 3 0.0008
nh-p5 274.79 1.671   # SOURCE3 3 0.0007
nh-s 233.85 1.784   # SOURCE3 3 0.0076
nh-s4 258.92 1.749   # SOURCE3 3 0.0203
nh-s6 301.91 1.698   # SOURCE4_SOURCE5 93 0.0076
nh-sh 292.49 1.708   # SOURCE3 1
nh-ss 291.53 1.709   # SOURCE1_SOURCE5 58 0.0020
nh-sy 287.18 1.714   # SOURCE4_SOURCE5 239 0.0099
n-n1 319.16 1.340   # SOUECE3 1
n-n2 295.31 1.360   # SOURCE3_SOURCE5 272 0.0114
n-n3 250.92 1.404   # SOURCE3_SOURCE5 87 0.0076
n-n4 226.87 1.432   # SOURCE3 5 0.0098
n-n 250.83 1.404   # SOURCE3_SOURCE5 47 0.0125
n-na 248.27 1.407   # SOURCE3_SOURCE5 56 0.0060
n-nc 295.87 1.360   # CORR_SOURCE5 121 0.0130
n-nd 295.87 1.360   # CORR_SOURCE5 121 0.0130
n-nh 253.32 1.402   # SOURCE4_SOURCE5 51 0.0075
n-no 208.29 1.456   # SOURCE3 4 0.0327
n-o 342.80 1.243   # SOURCE3_SOURCE5 16 0.0255
n-oh 181.83 1.406   # SOURCE3_SOURCE5 119 0.0062
no-no 65.41 1.824   # SOURCE3 1
no-o 367.95 1.226   # SOURCE1_SOURCE5 4403 0.0099
no-oh 181.96 1.406   # SOURCE2 1
no-os 172.24 1.421   # SOURCE4_SOURCE5 138 0.0070
no-p2 224.52 1.738   # SOURCE3 10 0.2231
no-p3 165.61 1.844   # SOURCE3 3 0.0005
no-p4 154.11 1.870   # SOURCE3 3 0.0006
no-p5 170.31 1.834   # SOURCE3 4 0.0020
no-s 264.31 1.742   # SOURCE3 2
n-os 180.04 1.409   # SOURCE4_SOURCE5 73 0.0121
no-s4 131.30 1.996   # SOURCE3 3 0.0313
no-s6 138.28 1.976   # SOURCE3 3 0.0520
no-sh 220.82 1.804   # SOURCE3 1
no-ss 206.32 1.828   # SOURCE3 3 0.0244
n-p2 227.87 1.733   # SOURCE3 8 0.0217
n-p3 204.42 1.770   # SOURCE3 9 0.0118
n-p4 227.19 1.734   # SOURCE3 1
n-p5 238.92 1.717   # SOURCE4_SOURCE5 25 0.0133
n-pc 223.19 1.740   # SOURCE3 3 0.0010
n-pd 223.19 1.740   # SOURCE3 3
n-s 245.64 1.767   # SOURCE3 3 0.0011
n-s4 244.86 1.768   # SOURCE3_SOURCE5 9 0.0163
n-s6 283.34 1.719   # SOURCE4_SOURCE5 45 0.0154
n-sh 275.50 1.728   # SOURCE3 4 0.0128
n-ss 277.23 1.726   # SOURCE3_SOURCE5 22 0.0103
n-sy 285.29 1.716   # SOURCE4_SOURCE5 126 0.0086
oh-oh 123.13 1.469   # SOURCE3 1
oh-os 129.12 1.456   # SOURCE4_SOURCE5 49 0.0046
oh-p2 329.87 1.630   # SOURCE3 8 0.0916
oh-p3 285.03 1.677   # SOURCE3 3 0.0148
oh-p4 318.66 1.641   # SOURCE3 4 0.0092
oh-p5 346.03 1.615   # SOURCE3_SOURCE5 1121 0.0129
oh-py 344.61 1.616   # SOURCE3_SOURCE5 112 0.0110
oh-s 219.79 1.812   # SOURCE3 2
oh-s4 309.00 1.696   # SOURCE4_SOURCE5 29 0.0100
oh-s6 373.26 1.635   # SOURCE3_SOURCE5 193 0.0162
oh-sh 312.59 1.692   # SOURCE3 2 0.0003
oh-ss 316.41 1.688   # SOURCE3_SOURCE5 12 0.0167
oh-sy 356.03 1.650   # SOURCE4_SOURCE5 123 0.0037
o-o 141.39 1.430   # SOURCE3 2 0.0500
o-oh 104.37 1.517   # SOURCE3 2
o-os 109.10 1.504   # SOURCE3 3 0.0117
o-p2 492.04 1.508   # SOURCE3 17 0.0306
o-p3 480.47 1.515   # SOURCE3 35 0.0297
o-p4 498.98 1.504   # SOURCE3_SOURCE5 60 0.0565
o-p5 529.55 1.487   # SOURCE1_SOURCE5 1318 0.0133
o-pe 470.81 1.521   # SOURCE3 20 0.0171
o-pf 470.81 1.521   # SOURCE3 20
o-px 499.66 1.504   # SOURCE3_SOURCE5 45 0.0136
o-py 527.91 1.488   # SOURCE3_SOURCE5 119 0.0072
o-s 226.13 1.802   # SOURCE3 2
o-s2 417.99 1.599   # SOURCE3 3 0.0707
o-s4 572.26 1.504   # SOURCE1_SOURCE5 137 0.0127
o-s6 683.03 1.453   # SOURCE1_SOURCE5 2456 0.0105
o-sh 410.02 1.605   # SOURCE3 2
os-os 124.74 1.465   # SOURCE1_SOURCE5 69 0.0090
os-p2 396.10 1.573   # SOURCE1 16
os-p3 287.31 1.674   # SOURCE3_SOURCE5 22 0.0105
os-p4 323.70 1.636   # SOURCE3 4 0.0057
os-p5 346.25 1.615   # SOURCE1_SOURCE5 1200 0.0218
os-py 342.10 1.619   # SOURCE3_SOURCE5 68 0.0106
os-s 227.43 1.800   # SOURCE3 3 0.0052
o-ss 567.21 1.507   # SOURCE3_SOURCE5 22 0.0235
os-s4 312.40 1.692   # SOURCE3_SOURCE5 25 0.0189
os-s6 387.79 1.623   # SOURCE1_SOURCE5 242 0.0147
os-sh 333.31 1.671   # SOURCE3 3 0.0106
os-ss 301.43 1.704   # SOURCE3 9 0.0277
os-sy 306.02 1.699   # SOURCE3 1
o-sx 555.55 1.513   # SOURCE3_SOURCE5 136 0.0072
o-sy 653.16 1.466   # SOURCE3_SOURCE5 2007 0.0061
p2-p2 307.63 1.786   # SOURCE3 25 0.3488
p2-p3 118.00 2.152   # SOURCE3 9 0.1777
p2-p4 110.68 2.179   # SOUECE3 1
p2-p5 110.42 2.180   # SOUECE3 1
p2-pe 244.92 1.867   # SOURCE3 16 0.3571
p2-pf 244.92 1.867   # SOURCE3 16
p2-s 375.05 1.772   # SOURCE3 26 0.3014
p2-s4 126.27 2.190   # SOUECE3 1
p2-s6 129.28 2.180   # SOUECE3 1
p2-sh 217.02 1.971   # SOURCE3 10 0.2829
p2-ss 219.87 1.966   # SOURCE3 10 0.2739
p3-p3 101.97 2.214   # SOURCE1 41
p3-p4 101.50 2.216   # SOURCE3 3 0.0011
p3-p5 102.21 2.213   # SOURCE3 9 0.0265
p3-s 168.70 2.070   # SOUECE3 1
p3-s4 161.75 2.087   # SOURCE3 8 0.2235
p3-s6 165.79 2.077   # SOURCE3 11 0.1420
p3-sh 144.95 2.132   # SOURCE3 3 0.0078
p3-ss 148.86 2.121   # SOURCE3 3 0.0059
p4-p4 157.68 2.034   # SOURCE1 1
p4-p5 96.70 2.237   # SOUECE3 1
p4-s 140.16 2.146   # SOURCE3 5 0.0601
p4-s4 109.64 2.251   # SOUECE3 1
p4-s6 105.24 2.269   # SOUECE3 1
p4-sh 151.04 2.115   # SOURCE3 4 0.0008
p4-ss 155.14 2.104   # SOURCE3 4 0.0044
p5-p5 149.95 2.054   # SOURCE1 1
p5-s 239.16 1.934   # SOURCE1_SOURCE5 173 0.0138
p5-s4 181.84 2.040   # SOUECE3 1
p5-s6 181.84 2.040   # SOUECE3 1
p5-sh 163.76 2.082   # SOURCE3 3 0.0035
p5-ss 150.09 2.118   # SOURCE4_SOURCE5 70 0.0117
pe-pe 136.46 2.092   # SOURCE3 7 0.1369
pe-pf 149.57 2.055   # SOURCE3 1
pe-px 169.76 2.005   # SOURCE3 12 0.2609
pe-py 161.32 2.025   # SOURCE3 12 0.2617
pe-s 390.65 1.758   # SOURCE3 31 0.3197
pe-sx 133.00 2.168   # SOURCE3 9 0.1743
pe-sy 119.67 2.213   # SOURCE3 6 0.0127
pf-pf 136.46 2.092   # SOURCE3 7
pf-px 169.76 2.005   # SOURCE3 12
pf-py 161.32 2.025   # SOURCE3 12
pf-s 390.65 1.758   # SOURCE3 31
pf-sx 133.00 2.168   # SOURCE3 9
pf-sy 119.67 2.213   # SOURCE3 6
px-py 105.60 2.199   # SOURCE3 5 0.0238
px-sx 111.92 2.242   # SOURCE3 3 0.0119
px-sy 110.14 2.249   # SOURCE3 3 0.0272
py-py 108.87 2.186   # SOURCE3 8 0.0132
py-sx 107.66 2.259   # SOURCE3 7 0.0603
py-sy 128.67 2.182   # SOURCE3 5 0.0047
s4-s4 243.62 2.080   # SOUECE3 1
s4-s6 243.62 2.080   # SOUECE3 1
s4-sh 196.89 2.168   # SOURCE3 3 0.0227
s4-ss 197.83 2.166   # SOURCE3 5 0.0247
s6-s6 243.62 2.080   # SOUECE3 1
s6-sh 227.44 2.108   # SOURCE3 3 0.0144
s6-ss 221.98 2.118   # SOURCE3 5 0.0209
sh-sh 257.31 2.058   # SOURCE2 1
sh-ss 251.60 2.067   # SOURCE3 3 0.0029
s-s 276.08 2.030   # SOURCE3 1
s-s2 391.11 1.897   # SOURCE1 5
s-s4 246.05 2.076   # SOURCE3 4 0.0345
s-s6 270.56 2.038   # SOURCE3 3 0.0311
s-sh 226.34 2.110   # SOURCE3 2
s-ss 238.28 2.089   # SOURCE3 1
ss-ss 248.01 2.073   # SOURCE1_SOURCE5 457 0.0074
sx-sx 119.03 2.391   # SOURCE3 3 0.0185
sx-sy 160.84 2.255   # SOURCE3 5 0.0737
sy-sy 162.69 2.250   # SOURCE3 3 0.0289
br-cd 172.53 1.885   # SOURCE4_SOURCE5 89 0.0082
c1-cf 518.69 1.315   # SOURCE4 6
cd-f 364.99 1.341   # SOURCE4_SOURCE5 46 0.0041
cd-n4 236.72 1.493   # SOURCE4 7
cd-nf 356.61 1.379   # SOURCE4_SOURCE5 52 0.0115
cd-no 296.62 1.429   # SOURCE4_SOURCE5 253 0.0081
cd-sh 223.28 1.769   # SOURCE4_SOURCE5 14 0.0031
cd-sx 198.26 1.811   # SOURCE4_SOURCE5 28 0.0024
cc-cy 259.34 1.505   # SOURCE4_SOURCE5 11 0.0006
cf-cl 174.72 1.764   # SOURCE4_SOURCE5 66 0.0129
cf-cx 261.83 1.502   # SOURCE4_SOURCE5 26 0.0077
cf-cy 250.06 1.516   # SOURCE4_SOURCE5 36 0.0052
cf-na 305.30 1.421   # SOURCE4_SOURCE5 6 0.0049
cf-ss 215.60 1.781   # SOURCE4_SOURCE5 46 0.0106
cq-na 349.52 1.384   # SOURCE4 7
cq-nb 414.72 1.339   # SOURCE4_SOURCE5 120 0.0071
cl-py 152.76 2.045   # SOURCE5 45 0.0072
f-py 456.16 1.577   # SOURCE5 25 0.0035
py-s 215.89 1.973   # SOURCE5 17 0.0159
cy-nh 251.08 1.476   # SOURCE5 16 0.0050
cy-hx 386.49 1.091   # SOURCE5 13 0.0007
br-ce 163.42 1.905   # SOURCE5 12 0.0099
cc-i 110.60 2.120   # SOURCE5 11 0.0086
cy-n4 214.44 1.522   # SOURCE5 11 0.0076
cy-p3 146.83 1.908   # SOURCE5 10 0.0056
cy-na 279.03 1.446   # SOURCE5 8 0.0049
cx-n4 234.29 1.496   # SOURCE5 9 0.0009
ne-s4 338.65 1.660   # SOURCE5 6 0.0027
cv-ss 228.75 1.761   # SOURCE5 8 0.0086
cy-no 216.62 1.519   # SOURCE5 7 0.0035
ce-cv 436.82 1.360   # SOURCE5 6 0.0111
cd-i 111.95 2.115   # SOURCE5 7 0.0138
cy-s4 149.47 1.913   # SOURCE5 5 0.0068
n2-sy 491.42 1.544   # SOURCE5 7 0.0042
cc-s6 196.41 1.814   # SOURCE5 6 0.0108
i-s2 48.08 2.883   # SOURCE5 5 0.0165
br-cy 144.56 1.951   # SOURCE5 5 0.0056
br-cf 163.42 1.905   # SOURCE5 12 0.0099
nf-s4 338.65 1.660   # SOURCE5 6 0.0027
cf-cv 436.82 1.360   # SOURCE5 6 0.0111
cd-s6 196.41 1.814   # SOURCE5 6 0.0108
ss-sy 177.36 2.212   # SOURCE5 4 0.0105
h5-ce 390.52 1.089   # SOURCE5 4 0.0006
h5-cf 390.52 1.089   # SOURCE5 4 0.0006
ce-s4 226.75 1.764   # SOURCE5 4 0.0087
cf-s4 226.69 1.764   # SOURCE5 4 0.0087
cy-py 136.02 1.937   # SOURCE5 4 0.0000
cd-o 649.55 1.219   # SOURCE5 4 0.0015
ne-s6 412.23 1.598   # SOURCE5 3 0.0054
nf-s6 412.23 1.598   # SOURCE5 3 0.0054
ce-no 262.66 1.463   # SOURCE5 3 0.0129
cf-no 262.66 1.463   # SOURCE5 3 0.0129
